"trial_type","trial_index","plugin_version","time_elapsed","participant","participant_id","session_token","study_id","session_id","screen_width","screen_height","group","card_set","walk_id","timestamp","window_left_ms","window_status","success","timeout","failed_images","failed_audio","failed_video","screen_id","rt","stimulus","response","view_history","value","card_up","card_down","chosen_card","chosen_side","rt_ms","deadline_missed","outcome","p_win_chosen","p_win_up","p_win_down","coins_delta","coins_total","phase","block","trial","trial_in_block","video_present","video_file","question_order","quiz_attempt","quiz_q1","quiz_q2","quiz_q3","quiz_q4","quiz_q5","quiz_q6","quiz_q7","quiz_q8","quiz_q9","quiz_all_correct","free_text_1","free_text_2","free_text_3","free_text_4","final_feedback"
"html-keyboard-response","127","2.1.0","1098284","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:37:35.279Z","0","ok","","","","","","main_trial","","","","","","1","4","1","up","766","false","win","0.6653","0.6653","0.1096","1","15","main","2","95","45","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","128","2.1.0","1102508","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:37:39.503Z","0","ok","","","","","","main_trial","","","","","","4","2","2","down","718","false","win","0.7538","0.1155","0.7538","1","16","main","2","96","46","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","129","2.1.0","1107331","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:37:44.327Z","0","ok","","","","","","main_trial","","","","","","3","4","4","down","1318","false","loss","0.1337","0.4845","0.1337","-1","15","main","2","97","47","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","130","2.1.0","1111782","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:37:48.777Z","0","ok","","","","","","main_trial","","","","","","1","3","1","up","945","false","win","0.6112","0.6112","0.4601","1","16","main","2","98","48","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","131","2.1.0","1115842","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:37:52.837Z","0","ok","","","","","","main_trial","","","","","","2","4","2","up","554","false","win","0.8555","0.8555","0.2194","1","17","main","2","99","49","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","132","2.1.0","1119867","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:37:56.862Z","0","ok","","","","","","main_trial","","","","","","2","4","2","up","521","false","win","0.8832","0.8832","0.2366","1","18","main","2","100","50","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"call-function","133","2.1.0","1119868","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:37:56.863Z","0","ok","","","","","","block_video_unmount","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","134","2.1.0","1146236","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:38:23.231Z","0","ok","","","","","","finish_block","26368","<div class=""screen-text""><p>Good job! Event 2 out of 4 is over. You currently have 18 gold coins. You can stretch a little and take a short break while sitting in front of the screen, if needed (do not leave the experiment window). Press SPACE to continue.</p></div>"," ","","","","","","","","","","","","","","","main","2","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","135","2.1.0","1161668","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:38:38.663Z","0","ok","","","","","","start_block","15431","
        <div class=""screen-text"">
          <h1>Event 3 out of 4</h1>
          <p>You will now start an event. In each round, the dealer will offer you 2 of the 4 cards.</p>
          
        <div class=""card-preview-row"">
          <img class=""card-preview-img"" src=""assets/cards task/test/set2/1.png""><img class=""card-preview-img"" src=""assets/cards task/test/set2/2.png""><img class=""card-preview-img"" src=""assets/cards task/test/set2/3.png""><img class=""card-preview-img"" src=""assets/cards task/test/set2/4.png"">
        </div>
          <p>Use the UP or DOWN arrow keys to make your selection. Please do your best to win as many gold coins as possible!</p>
          <p>Remember that only the cards (not their positions) are important when you choose, and that cards can change over time — stay focused.</p>
          <p>This is a video-off round: no video will play — just the card game.</p>
          <p class=""center muted"">Press SPACE to start</p>
        </div>"," ","","","","","","","","","","","","","","","main","3","","","false","","","","","","","","","","","","","","","","","",""
"call-function","136","2.1.0","1161669","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:38:38.664Z","0","ok","","","","","","block_video_mount","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","137","2.1.0","1165924","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:38:42.919Z","0","ok","","","","","","main_trial","","","","","","4","3","3","down","750","false","win","0.661","0.1719","0.661","1","19","main","3","101","1","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","138","2.1.0","1170358","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:38:47.353Z","0","ok","","","","","","main_trial","","","","","","2","1","2","up","928","false","win","0.8399","0.8399","0.7694","1","20","main","3","102","2","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","139","2.1.0","1174701","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:38:51.696Z","0","ok","","","","","","main_trial","","","","","","2","3","3","down","837","false","win","0.6935","0.8007","0.6935","1","21","main","3","103","3","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","140","2.1.0","1179605","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:38:56.600Z","0","ok","","","","","","main_trial","","","","","","1","4","1","up","1397","false","win","0.7476","0.7476","0.2264","1","22","main","3","104","4","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","141","2.1.0","1183901","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:39:00.896Z","0","ok","","","","","","main_trial","","","","","","3","2","3","up","790","false","loss","0.7598","0.7598","0.8678","-1","21","main","3","105","5","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","142","2.1.0","1188361","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:39:05.356Z","0","ok","","","","","","main_trial","","","","","","1","4","1","up","954","false","loss","0.7334","0.7334","0.28","-1","20","main","3","106","6","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","143","2.1.0","1192809","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:39:09.804Z","0","ok","","","","","","main_trial","","","","","","3","4","3","up","942","false","win","0.7616","0.7616","0.24","1","21","main","3","107","7","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","144","2.1.0","1197982","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:39:14.977Z","0","ok","","","","","","main_trial","","","","","","1","2","2","down","1667","false","win","0.8631","0.7343","0.8631","1","22","main","3","108","8","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","145","2.1.0","1202075","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:39:19.070Z","0","ok","","","","","","main_trial","","","","","","3","2","3","up","587","false","win","0.804","0.804","0.7946","1","23","main","3","109","9","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","146","2.1.0","1206673","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:39:23.668Z","0","ok","","","","","","main_trial","","","","","","1","4","1","up","1092","false","loss","0.6498","0.6498","0.2051","-1","22","main","3","110","10","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","147","2.1.0","1211116","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:39:28.112Z","0","ok","","","","","","main_trial","","","","","","3","1","3","up","937","false","win","0.6409","0.6409","0.6355","1","23","main","3","111","11","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","148","2.1.0","1215175","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:39:32.170Z","0","ok","","","","","","main_trial","","","","","","3","1","3","up","553","false","win","0.7031","0.7031","0.5848","1","24","main","3","112","12","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","149","2.1.0","1220641","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:39:37.636Z","0","ok","","","","","","main_trial","","","","","","2","3","3","down","1960","false","win","0.652","0.6589","0.652","1","25","main","3","113","13","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","150","2.1.0","1224908","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:39:41.903Z","0","ok","","","","","","main_trial","","","","","","1","4","1","up","761","false","loss","0.6178","0.6178","0.1222","-1","24","main","3","114","14","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","151","2.1.0","1229233","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:39:46.228Z","0","ok","","","","","","main_trial","","","","","","4","3","3","down","820","false","win","0.547","0.146","0.547","1","25","main","3","115","15","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","152","2.1.0","1233602","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:39:50.597Z","0","ok","","","","","","main_trial","","","","","","1","3","3","down","863","false","win","0.555","0.6054","0.555","1","26","main","3","116","16","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","153","2.1.0","1237881","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:39:54.876Z","0","ok","","","","","","main_trial","","","","","","1","4","1","up","773","false","loss","0.5684","0.5684","0.1372","-1","25","main","3","117","17","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","154","2.1.0","1242172","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:39:59.167Z","0","ok","","","","","","main_trial","","","","","","2","4","2","up","785","false","loss","0.647","0.647","0.2564","-1","24","main","3","118","18","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","155","2.1.0","1246400","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:40:03.395Z","0","ok","","","","","","main_trial","","","","","","4","3","4","up","722","false","loss","0.2574","0.2574","0.5371","-1","23","main","3","119","19","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","156","2.1.0","1250775","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:40:07.770Z","0","ok","","","","","","main_trial","","","","","","4","2","2","down","869","false","win","0.6733","0.2145","0.6733","1","24","main","3","120","20","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","157","2.1.0","1254702","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:40:11.697Z","0","ok","","","","","","main_trial","","","","","","3","1","3","up","421","false","win","0.5264","0.5264","0.6053","1","25","main","3","121","21","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","158","2.1.0","1258947","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:40:15.942Z","0","ok","","","","","","main_trial","","","","","","4","2","2","down","738","false","win","0.7235","0.2811","0.7235","1","26","main","3","122","22","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","159","2.1.0","1262889","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:40:19.884Z","0","ok","","","","","","main_trial","","","","","","3","1","3","up","436","false","loss","0.4914","0.4914","0.5239","-1","25","main","3","123","23","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","160","2.1.0","1266842","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:40:23.837Z","0","ok","","","","","","main_trial","","","","","","3","1","3","up","446","false","win","0.4707","0.4707","0.6344","1","26","main","3","124","24","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","161","2.1.0","1271548","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:40:28.543Z","0","ok","","","","","","main_trial","","","","","","3","2","3","up","1199","false","loss","0.5588","0.5588","0.7576","-1","25","main","3","125","25","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","162","2.1.0","1275618","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:40:32.613Z","0","ok","","","","","","main_trial","","","","","","2","4","2","up","563","false","loss","0.7895","0.7895","0.1014","-1","24","main","3","126","26","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","163","2.1.0","1280442","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:40:37.437Z","0","ok","","","","","","main_trial","","","","","","4","1","4","up","1318","false","loss","0.1106","0.1106","0.6163","-1","23","main","3","127","27","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","164","2.1.0","1284632","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:40:41.627Z","0","ok","","","","","","main_trial","","","","","","4","3","3","down","684","false","loss","0.5118","0.1568","0.5118","-1","22","main","3","128","28","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","165","2.1.0","1288581","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:40:45.576Z","0","ok","","","","","","main_trial","","","","","","2","4","2","up","443","false","win","0.8531","0.8531","0.1591","1","23","main","3","129","29","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","166","2.1.0","1292634","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:40:49.629Z","0","ok","","","","","","main_trial","","","","","","3","1","3","up","548","false","win","0.566","0.566","0.6841","1","24","main","3","130","30","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","167","2.1.0","1299327","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:40:56.322Z","0","ok","","","","","","main_trial","","","","","","4","1","1","down","3187","false","win","0.6248","0.2809","0.6248","1","25","main","3","131","31","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","168","2.1.0","1303643","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:41:00.638Z","0","ok","","","","","","main_trial","","","","","","2","1","2","up","808","false","win","0.8984","0.8984","0.6515","1","26","main","3","132","32","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","169","2.1.0","1307716","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:41:04.711Z","0","ok","","","","","","main_trial","","","","","","3","2","3","up","566","false","loss","0.4213","0.4213","0.8894","-1","25","main","3","133","33","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","170","2.1.0","1313111","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:41:10.106Z","0","ok","","","","","","main_trial","","","","","","3","2","3","up","1889","false","win","0.4778","0.4778","0.8535","1","26","main","3","134","34","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","171","2.1.0","1317191","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:41:14.186Z","0","ok","","","","","","main_trial","","","","","","3","4","3","up","574","false","loss","0.4445","0.4445","0.3203","-1","25","main","3","135","35","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","172","2.1.0","1321355","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:41:18.350Z","0","ok","","","","","","main_trial","","","","","","2","1","2","up","658","false","win","0.8982","0.8982","0.697","1","26","main","3","136","36","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","173","2.1.0","1325832","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:41:22.827Z","0","ok","","","","","","main_trial","","","","","","4","2","2","down","970","false","win","0.8909","0.3022","0.8909","1","27","main","3","137","37","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","174","2.1.0","1330230","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:41:27.225Z","0","ok","","","","","","main_trial","","","","","","1","2","2","down","891","false","loss","0.8936","0.5726","0.8936","-1","26","main","3","138","38","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","175","2.1.0","1334409","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:41:31.404Z","0","ok","","","","","","main_trial","","","","","","2","3","3","down","674","false","win","0.5372","0.8932","0.5372","1","27","main","3","139","39","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","176","2.1.0","1338617","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:41:35.612Z","0","ok","","","","","","main_trial","","","","","","3","1","3","up","703","false","loss","0.5413","0.5413","0.5338","-1","26","main","3","140","40","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","177","2.1.0","1345283","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:41:42.278Z","0","ok","","","","","","main_trial","","","","","","1","4","1","up","3160","false","loss","0.4601","0.4601","0.2684","-1","25","main","3","141","41","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","178","2.1.0","1349419","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:41:46.414Z","0","ok","","","","","","main_trial","","","","","","1","4","4","down","631","false","win","0.2606","0.4488","0.2606","1","26","main","3","142","42","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","179","2.1.0","1353931","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:41:50.926Z","0","ok","","","","","","main_trial","","","","","","3","1","3","up","1007","false","loss","0.5679","0.5679","0.4504","-1","25","main","3","143","43","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","180","2.1.0","1358677","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:41:55.672Z","0","ok","","","","","","main_trial","","","","","","2","4","2","up","1239","false","loss","0.7782","0.7782","0.2702","-1","24","main","3","144","44","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","181","2.1.0","1363269","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:42:00.264Z","0","ok","","","","","","main_trial","","","","","","2","3","3","down","1087","false","win","0.537","0.8116","0.537","1","25","main","3","145","45","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","182","2.1.0","1367401","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:42:04.396Z","0","ok","","","","","","main_trial","","","","","","2","4","2","up","625","false","win","0.819","0.819","0.2189","1","26","main","3","146","46","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","183","2.1.0","1371954","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:42:08.949Z","0","ok","","","","","","main_trial","","","","","","2","3","3","down","1048","false","loss","0.5112","0.8746","0.5112","-1","25","main","3","147","47","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","184","2.1.0","1375909","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:42:12.904Z","0","ok","","","","","","main_trial","","","","","","2","3","2","up","450","false","win","0.8706","0.8706","0.5087","1","26","main","3","148","48","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","185","2.1.0","1380163","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:42:17.158Z","0","ok","","","","","","main_trial","","","","","","4","3","3","down","749","false","loss","0.4761","0.1442","0.4761","-1","25","main","3","149","49","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","186","2.1.0","1384847","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:42:21.842Z","0","ok","","","","","","main_trial","","","","","","3","4","3","up","1178","false","win","0.5485","0.5485","0.1038","1","26","main","3","150","50","false","","","","","","","","","","","","","","","","","",""
"call-function","187","2.1.0","1384848","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:42:21.843Z","0","ok","","","","","","block_video_unmount","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","188","2.1.0","1403052","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:42:40.047Z","0","ok","","","","","","finish_block","18203","<div class=""screen-text""><p>Good job! Event 3 out of 4 is over. You currently have 26 gold coins. You can stretch a little and take a short break while sitting in front of the screen, if needed (do not leave the experiment window). Press SPACE to continue.</p></div>"," ","","","","","","","","","","","","","","","main","3","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","189","2.1.0","1405325","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:42:42.320Z","0","ok","","","","","","start_block","2272","
        <div class=""screen-text"">
          <h1>Event 4 out of 4</h1>
          <p>You will now start an event. In each round, the dealer will offer you 2 of the 4 cards.</p>
          
        <div class=""card-preview-row"">
          <img class=""card-preview-img"" src=""assets/cards task/test/set2/1.png""><img class=""card-preview-img"" src=""assets/cards task/test/set2/2.png""><img class=""card-preview-img"" src=""assets/cards task/test/set2/3.png""><img class=""card-preview-img"" src=""assets/cards task/test/set2/4.png"">
        </div>
          <p>Use the UP or DOWN arrow keys to make your selection. Please do your best to win as many gold coins as possible!</p>
          <p>Remember that only the cards (not their positions) are important when you choose, and that cards can change over time — stay focused.</p>
          <p>This is a video-on round: a video will play next to the card game. It is there just for your own fun, so you won't get bored — feel free to watch it as you like, it has no effect on your cards or winnings.</p>
          <p class=""center muted"">Press SPACE to start</p>
        </div>"," ","","","","","","","","","","","","","","","main","4","","","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"call-function","190","2.1.0","1405326","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:42:42.321Z","0","ok","","","","","","block_video_mount","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","191","2.1.0","1409638","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:42:46.633Z","0","ok","","","","","","main_trial","","","","","","3","4","3","up","807","false","loss","0.5922","0.5922","0.1014","-1","25","main","4","151","1","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","192","2.1.0","1413967","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:42:50.962Z","0","ok","","","","","","main_trial","","","","","","2","3","2","up","823","false","loss","0.7356","0.7356","0.5903","-1","24","main","4","152","2","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","193","2.1.0","1418138","","yerl9g4z","3b4y0357","6a645a5fa766b6fd5a83642a","6a64e1f7d5619d426d2a9e9f","1470","956","B","set2","1","2026-07-25T16:42:55.133Z","0","ok","","","","","","main_trial","","","","","","4","3","3","down","665","false","win","0.6156","0.2188","0.6156","1","25","main","4","153","3","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
